time,temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_mean (km/h),surface_pressure_mean (hPa),dew_point_2m_mean (°C),relative_humidity_2m_mean (%)
6/20/2025,31.4,23.8,2.9,950.1,24,88
6/21/2025,31.7,24.3,6,950.3,24.1,80
6/22/2025,30.8,23.6,5.5,950,24.4,84
6/23/2025,29.5,23.9,5.5,948.1,23.8,86
6/24/2025,30,24.4,8.4,948.9,23.2,79
6/25/2025,30.8,25.2,5.4,951.8,23.4,77
6/26/2025,30.6,24.9,6.4,952.2,23.5,76
6/27/2025,31.1,24.2,5.1,951.1,23.8,79
6/28/2025,30.6,24.7,3.4,948.9,24.2,84
6/29/2025,30.2,24.8,3.1,947.7,24,85
6/30/2025,29.7,24.5,4.3,948.4,23.5,84
7/1/2025,30.8,25.1,5.2,949.2,23.5,79
7/2/2025,30.7,25,6.6,950.2,23.3,78
7/3/2025,30.1,24.4,5.3,950.4,23.9,83
7/4/2025,30.4,24.7,4.6,950.1,23.6,81
7/5/2025,29.9,24,2.9,949,24.1,85
7/6/2025,31.1,24.3,3.2,949.1,23.8,81
7/7/2025,30.3,24.1,3.2,949,23.9,82
7/8/2025,29.2,23.7,2.8,949.8,24.1,86
7/9/2025,28.5,23.5,3,951.4,23.9,89
7/10/2025,29.9,23.6,3.7,951.9,23.9,88
7/11/2025,29.9,23.9,4.5,951.3,23.6,83
7/12/2025,32.7,24.8,5.4,951.6,23.6,76
7/13/2025,32.1,24.7,4.5,952,24.5,81
7/14/2025,31.2,24.1,3.6,951.7,24.2,86
7/15/2025,29.5,23.9,4.2,950.7,23.9,86
7/16/2025,29.2,23.9,12.4,952,22.2,77
7/17/2025,31.2,23.7,8,953.8,23.2,79
7/18/2025,31.4,23.7,3.1,951.9,24.4,83
7/19/2025,33.3,25,6.8,948.5,23.7,74
7/20/2025,29.4,24.6,3.4,950.2,24.5,88
7/21/2025,31.3,24.7,3.2,950.7,24.5,84
7/22/2025,31.4,25.2,3,948.8,24.1,80
7/23/2025,32.2,25.2,3.4,946.1,24.2,77
7/24/2025,34.2,26.2,3.5,945,24.3,72
7/25/2025,30.8,25.2,5.1,946.1,24.7,82
7/26/2025,31.4,24.9,11.5,948,23.7,79
7/27/2025,31.8,25,6.7,947.5,24.4,82
7/28/2025,29.2,24.2,7.1,948.4,24.3,90
7/29/2025,30.4,24.3,6.8,949.3,23.9,84
7/30/2025,30.2,24.2,8.5,950.2,23.2,78
7/31/2025,30.1,24.3,4.3,950.1,24.1,84
8/1/2025,30.4,24.6,3,950.2,24.6,88
